policy_check_id,asset_id,classification,source_max_allowed_classification,classification_within_source_policy,access_control_status,retention_status,retention_policy_days,contains_sensitive_tokens,governance_pass,review_required_before_retrieval
POL-01029,AST-01029,confidential,confidential,True,aligned,aligned,1825,False,True,False
POL-01030,AST-01030,public_internal,public_internal,True,aligned,missing_policy,1095,False,False,True
POL-01031,AST-01031,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-01032,AST-01032,restricted,confidential,False,aligned,aligned,2555,False,False,True
POL-01033,AST-01033,public_internal,restricted,True,aligned,aligned,1825,False,True,False
POL-01034,AST-01034,confidential,restricted,True,overexposed,aligned,730,False,False,True
POL-01035,AST-01035,public_internal,public_internal,True,aligned,aligned,1825,False,True,False
POL-01036,AST-01036,restricted,confidential,False,aligned,missing_policy,730,False,False,True
POL-01037,AST-01037,restricted,restricted,True,overexposed,aligned,730,True,False,True
POL-01038,AST-01038,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-01039,AST-01039,public_internal,restricted,True,aligned,missing_policy,730,False,False,True
POL-01040,AST-01040,public_internal,public_internal,True,aligned,aligned,1095,False,True,False
POL-01041,AST-01041,confidential,public_internal,False,aligned,aligned,1095,False,False,True
POL-01042,AST-01042,restricted,regulated_sensitive,True,aligned,aligned,730,True,True,False
POL-01043,AST-01043,restricted,public_internal,False,aligned,aligned,365,False,False,True
POL-01044,AST-01044,restricted,confidential,False,aligned,aligned,1825,False,False,True
POL-01045,AST-01045,confidential,regulated_sensitive,True,aligned,aligned,365,False,True,False
POL-01046,AST-01046,confidential,public_internal,False,aligned,aligned,2555,False,False,True
POL-01047,AST-01047,regulated_sensitive,public_internal,False,aligned,aligned,365,False,False,True
POL-01048,AST-01048,confidential,regulated_sensitive,True,aligned,aligned,1095,True,True,False
POL-01049,AST-01049,confidential,public_internal,False,overexposed,aligned,365,False,False,True
POL-01050,AST-01050,confidential,confidential,True,aligned,expired,365,True,False,True
POL-01051,AST-01051,regulated_sensitive,confidential,False,overexposed,aligned,1825,False,False,True
POL-01052,AST-01052,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-01053,AST-01053,restricted,confidential,False,aligned,aligned,730,False,False,True
POL-01054,AST-01054,restricted,confidential,False,aligned,aligned,730,False,False,True
POL-01055,AST-01055,confidential,public_internal,False,aligned,aligned,1095,False,False,True
POL-01056,AST-01056,public_internal,confidential,True,aligned,aligned,1825,False,True,False
POL-01057,AST-01057,confidential,confidential,True,missing_review,aligned,1825,False,False,True
POL-01058,AST-01058,confidential,restricted,True,missing_review,aligned,730,False,False,True
POL-01059,AST-01059,confidential,confidential,True,aligned,aligned,2555,False,True,False
POL-01060,AST-01060,regulated_sensitive,regulated_sensitive,True,missing_review,aligned,730,True,False,True
POL-01061,AST-01061,confidential,public_internal,False,aligned,aligned,730,True,False,True
POL-01062,AST-01062,restricted,confidential,False,aligned,missing_policy,365,False,False,True
POL-01063,AST-01063,confidential,public_internal,False,aligned,aligned,2555,False,False,True
POL-01064,AST-01064,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-01065,AST-01065,confidential,restricted,True,aligned,aligned,1825,False,True,False
POL-01066,AST-01066,confidential,public_internal,False,missing_review,aligned,730,False,False,True
POL-01067,AST-01067,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-01068,AST-01068,restricted,confidential,False,aligned,aligned,365,True,False,True
POL-01069,AST-01069,confidential,regulated_sensitive,True,overexposed,aligned,365,False,False,True
POL-01070,AST-01070,confidential,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-01071,AST-01071,restricted,public_internal,False,aligned,aligned,1825,False,False,True
POL-01072,AST-01072,confidential,confidential,True,aligned,aligned,730,False,True,False
POL-01073,AST-01073,confidential,public_internal,False,aligned,aligned,730,False,False,True
POL-01074,AST-01074,confidential,restricted,True,overexposed,missing_policy,1095,False,False,True
POL-01075,AST-01075,regulated_sensitive,confidential,False,missing_review,aligned,1095,False,False,True
POL-01076,AST-01076,confidential,restricted,True,missing_review,aligned,365,True,False,True
POL-01077,AST-01077,confidential,restricted,True,aligned,aligned,1825,False,True,False
POL-01078,AST-01078,restricted,restricted,True,aligned,aligned,2555,False,True,False
POL-01079,AST-01079,regulated_sensitive,restricted,False,aligned,aligned,365,False,False,True
POL-01080,AST-01080,restricted,confidential,False,aligned,aligned,730,False,False,True
POL-01081,AST-01081,restricted,public_internal,False,aligned,aligned,1095,False,False,True
POL-01082,AST-01082,confidential,public_internal,False,aligned,aligned,730,False,False,True
POL-01083,AST-01083,restricted,public_internal,False,aligned,aligned,1095,False,False,True
POL-01084,AST-01084,public_internal,confidential,True,aligned,aligned,730,False,True,False
POL-01085,AST-01085,restricted,public_internal,False,aligned,aligned,730,False,False,True
POL-01086,AST-01086,confidential,confidential,True,aligned,aligned,730,False,True,False
POL-01087,AST-01087,regulated_sensitive,regulated_sensitive,True,overexposed,aligned,730,False,False,True
POL-01088,AST-01088,confidential,confidential,True,aligned,expired,365,False,False,True
POL-01089,AST-01089,confidential,restricted,True,aligned,missing_policy,365,False,False,True
POL-01090,AST-01090,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-01091,AST-01091,restricted,restricted,True,aligned,aligned,1825,False,True,False
POL-01092,AST-01092,confidential,restricted,True,overexposed,aligned,365,False,False,True
POL-01093,AST-01093,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-01094,AST-01094,confidential,restricted,True,aligned,aligned,2555,True,True,False
POL-01095,AST-01095,regulated_sensitive,confidential,False,missing_review,aligned,730,False,False,True
POL-01096,AST-01096,confidential,confidential,True,aligned,aligned,730,False,True,False
POL-01097,AST-01097,confidential,confidential,True,aligned,aligned,730,False,True,False
POL-01098,AST-01098,confidential,public_internal,False,missing_review,aligned,365,False,False,True
POL-01099,AST-01099,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-01100,AST-01100,regulated_sensitive,public_internal,False,overexposed,aligned,365,True,False,True
POL-01101,AST-01101,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-01102,AST-01102,regulated_sensitive,confidential,False,aligned,aligned,1095,False,False,True
POL-01103,AST-01103,restricted,regulated_sensitive,True,aligned,aligned,1095,False,True,False
POL-01104,AST-01104,confidential,confidential,True,aligned,aligned,730,False,True,False
POL-01105,AST-01105,confidential,public_internal,False,missing_review,aligned,365,False,False,True
POL-01106,AST-01106,public_internal,confidential,True,aligned,aligned,1825,False,True,False
POL-01107,AST-01107,regulated_sensitive,restricted,False,aligned,aligned,730,False,False,True
POL-01108,AST-01108,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-01109,AST-01109,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-01110,AST-01110,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-01111,AST-01111,restricted,public_internal,False,aligned,aligned,365,False,False,True
POL-01112,AST-01112,confidential,restricted,True,aligned,expired,730,False,False,True
POL-01113,AST-01113,regulated_sensitive,public_internal,False,aligned,aligned,730,False,False,True
POL-01114,AST-01114,regulated_sensitive,confidential,False,aligned,missing_policy,1825,False,False,True
POL-01115,AST-01115,regulated_sensitive,confidential,False,aligned,aligned,730,True,False,True
POL-01116,AST-01116,public_internal,public_internal,True,overexposed,missing_policy,1825,True,False,True
POL-01117,AST-01117,restricted,public_internal,False,aligned,missing_policy,1095,False,False,True
POL-01118,AST-01118,regulated_sensitive,restricted,False,aligned,missing_policy,1095,False,False,True
POL-01119,AST-01119,restricted,public_internal,False,aligned,aligned,2555,False,False,True
POL-01120,AST-01120,restricted,confidential,False,aligned,expired,730,False,False,True
POL-01121,AST-01121,confidential,restricted,True,aligned,expired,1095,False,False,True
POL-01122,AST-01122,regulated_sensitive,regulated_sensitive,True,aligned,missing_policy,730,True,False,True
POL-01123,AST-01123,confidential,confidential,True,aligned,aligned,365,False,True,False
POL-01124,AST-01124,restricted,confidential,False,aligned,aligned,2555,False,False,True
POL-01125,AST-01125,confidential,confidential,True,aligned,missing_policy,1095,False,False,True
POL-01126,AST-01126,restricted,restricted,True,overexposed,aligned,730,False,False,True
POL-01127,AST-01127,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-01128,AST-01128,confidential,public_internal,False,aligned,aligned,1095,False,False,True
POL-01129,AST-01129,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-01130,AST-01130,confidential,confidential,True,aligned,missing_policy,730,False,False,True
POL-01131,AST-01131,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-01132,AST-01132,confidential,public_internal,False,aligned,aligned,2555,True,False,True
POL-01133,AST-01133,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-01134,AST-01134,confidential,confidential,True,aligned,aligned,730,False,True,False
POL-01135,AST-01135,restricted,confidential,False,aligned,aligned,365,True,False,True
POL-01136,AST-01136,regulated_sensitive,confidential,False,aligned,aligned,1825,False,False,True
POL-01137,AST-01137,restricted,confidential,False,aligned,aligned,730,False,False,True
POL-01138,AST-01138,restricted,restricted,True,aligned,aligned,730,True,True,False
POL-01139,AST-01139,confidential,restricted,True,aligned,aligned,730,False,True,False
POL-01140,AST-01140,confidential,public_internal,False,aligned,aligned,730,True,False,True
POL-01141,AST-01141,restricted,regulated_sensitive,True,aligned,aligned,365,False,True,False
POL-01142,AST-01142,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-01143,AST-01143,confidential,restricted,True,aligned,aligned,1825,False,True,False
POL-01144,AST-01144,regulated_sensitive,restricted,False,aligned,aligned,1825,False,False,True
POL-01145,AST-01145,public_internal,public_internal,True,aligned,aligned,2555,False,True,False
POL-01146,AST-01146,confidential,public_internal,False,aligned,aligned,730,False,False,True
POL-01147,AST-01147,confidential,public_internal,False,aligned,aligned,365,False,False,True
POL-01148,AST-01148,restricted,confidential,False,missing_review,aligned,730,False,False,True
POL-01149,AST-01149,confidential,restricted,True,overexposed,missing_policy,1095,True,False,True
POL-01150,AST-01150,confidential,public_internal,False,aligned,aligned,1095,False,False,True
POL-01151,AST-01151,regulated_sensitive,regulated_sensitive,True,aligned,aligned,365,False,True,False
POL-01152,AST-01152,regulated_sensitive,public_internal,False,aligned,aligned,1825,False,False,True
POL-01153,AST-01153,regulated_sensitive,public_internal,False,aligned,missing_policy,730,False,False,True
POL-01154,AST-01154,confidential,confidential,True,missing_review,aligned,2555,False,False,True
POL-01155,AST-01155,restricted,confidential,False,aligned,aligned,2555,False,False,True
POL-01156,AST-01156,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-01157,AST-01157,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-01158,AST-01158,regulated_sensitive,restricted,False,aligned,aligned,2555,False,False,True
POL-01159,AST-01159,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-01160,AST-01160,confidential,public_internal,False,aligned,aligned,365,False,False,True
POL-01161,AST-01161,restricted,confidential,False,aligned,missing_policy,365,False,False,True
POL-01162,AST-01162,confidential,restricted,True,aligned,expired,365,False,False,True
POL-01163,AST-01163,confidential,confidential,True,aligned,missing_policy,730,False,False,True
POL-01164,AST-01164,confidential,public_internal,False,aligned,missing_policy,1825,False,False,True
POL-01165,AST-01165,confidential,public_internal,False,aligned,aligned,730,False,False,True
POL-01166,AST-01166,confidential,public_internal,False,aligned,aligned,730,False,False,True
POL-01167,AST-01167,regulated_sensitive,confidential,False,aligned,aligned,365,True,False,True
POL-01168,AST-01168,confidential,public_internal,False,missing_review,aligned,1095,False,False,True
POL-01169,AST-01169,regulated_sensitive,regulated_sensitive,True,aligned,aligned,1095,False,True,False
POL-01170,AST-01170,restricted,restricted,True,aligned,aligned,365,True,True,False
POL-01171,AST-01171,public_internal,confidential,True,aligned,missing_policy,1095,True,False,True
POL-01172,AST-01172,confidential,public_internal,False,aligned,expired,2555,False,False,True
POL-01173,AST-01173,restricted,public_internal,False,aligned,aligned,365,False,False,True
POL-01174,AST-01174,restricted,confidential,False,aligned,aligned,365,True,False,True
POL-01175,AST-01175,confidential,restricted,True,aligned,aligned,730,False,True,False
POL-01176,AST-01176,confidential,public_internal,False,aligned,aligned,365,False,False,True
POL-01177,AST-01177,public_internal,restricted,True,aligned,aligned,1095,False,True,False
POL-01178,AST-01178,restricted,regulated_sensitive,True,aligned,aligned,1095,False,True,False
POL-01179,AST-01179,confidential,public_internal,False,aligned,aligned,365,False,False,True
POL-01180,AST-01180,public_internal,confidential,True,aligned,missing_policy,365,False,False,True
POL-01181,AST-01181,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-01182,AST-01182,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-01183,AST-01183,confidential,restricted,True,aligned,aligned,730,True,True,False
POL-01184,AST-01184,public_internal,confidential,True,aligned,aligned,1095,False,True,False
POL-01185,AST-01185,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-01186,AST-01186,regulated_sensitive,restricted,False,aligned,aligned,730,False,False,True
POL-01187,AST-01187,restricted,restricted,True,overexposed,aligned,1095,False,False,True
POL-01188,AST-01188,public_internal,restricted,True,aligned,aligned,1095,False,True,False
POL-01189,AST-01189,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-01190,AST-01190,confidential,confidential,True,aligned,aligned,1095,True,True,False
POL-01191,AST-01191,confidential,confidential,True,aligned,aligned,1095,True,True,False
POL-01192,AST-01192,confidential,restricted,True,aligned,aligned,1095,True,True,False
POL-01193,AST-01193,confidential,confidential,True,aligned,aligned,2555,False,True,False
POL-01194,AST-01194,confidential,restricted,True,overexposed,expired,730,True,False,True
POL-01195,AST-01195,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-01196,AST-01196,confidential,restricted,True,overexposed,aligned,2555,False,False,True
POL-01197,AST-01197,confidential,restricted,True,aligned,aligned,1095,True,True,False
POL-01198,AST-01198,restricted,confidential,False,missing_review,aligned,1825,False,False,True
POL-01199,AST-01199,restricted,public_internal,False,aligned,aligned,2555,False,False,True
POL-01200,AST-01200,confidential,confidential,True,aligned,aligned,1825,True,True,False
POL-01201,AST-01201,regulated_sensitive,public_internal,False,aligned,aligned,1825,True,False,True
POL-01202,AST-01202,confidential,restricted,True,aligned,aligned,730,False,True,False
POL-01203,AST-01203,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-01204,AST-01204,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-01205,AST-01205,confidential,confidential,True,missing_review,expired,1095,True,False,True
POL-01206,AST-01206,restricted,confidential,False,aligned,aligned,730,False,False,True
POL-01207,AST-01207,regulated_sensitive,public_internal,False,aligned,aligned,1095,False,False,True
POL-01208,AST-01208,confidential,confidential,True,aligned,aligned,2555,False,True,False
POL-01209,AST-01209,regulated_sensitive,confidential,False,missing_review,aligned,365,False,False,True
POL-01210,AST-01210,regulated_sensitive,regulated_sensitive,True,missing_review,aligned,365,False,False,True
POL-01211,AST-01211,public_internal,confidential,True,aligned,aligned,365,False,True,False
POL-01212,AST-01212,restricted,restricted,True,overexposed,aligned,365,False,False,True
POL-01213,AST-01213,confidential,regulated_sensitive,True,overexposed,aligned,365,False,False,True
POL-01214,AST-01214,confidential,public_internal,False,aligned,aligned,730,False,False,True
POL-01215,AST-01215,confidential,restricted,True,overexposed,aligned,1095,False,False,True
POL-01216,AST-01216,restricted,public_internal,False,missing_review,aligned,730,False,False,True
POL-01217,AST-01217,confidential,confidential,True,aligned,aligned,2555,False,True,False
POL-01218,AST-01218,regulated_sensitive,public_internal,False,aligned,expired,2555,True,False,True
POL-01219,AST-01219,restricted,confidential,False,overexposed,aligned,1825,False,False,True
POL-01220,AST-01220,confidential,confidential,True,aligned,aligned,365,False,True,False
POL-01221,AST-01221,public_internal,restricted,True,overexposed,aligned,365,False,False,True
POL-01222,AST-01222,confidential,public_internal,False,aligned,aligned,1095,False,False,True
POL-01223,AST-01223,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-01224,AST-01224,confidential,confidential,True,aligned,missing_policy,730,False,False,True
POL-01225,AST-01225,confidential,confidential,True,aligned,missing_policy,730,False,False,True
POL-01226,AST-01226,confidential,confidential,True,aligned,expired,730,False,False,True
POL-01227,AST-01227,restricted,public_internal,False,aligned,expired,2555,True,False,True
POL-01228,AST-01228,regulated_sensitive,public_internal,False,missing_review,aligned,730,False,False,True
POL-01229,AST-01229,confidential,confidential,True,missing_review,aligned,730,False,False,True
POL-01230,AST-01230,restricted,confidential,False,overexposed,aligned,2555,False,False,True
POL-01231,AST-01231,restricted,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-01232,AST-01232,restricted,confidential,False,aligned,aligned,730,False,False,True
POL-01233,AST-01233,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-01234,AST-01234,confidential,confidential,True,aligned,aligned,1825,False,True,False
POL-01235,AST-01235,confidential,public_internal,False,aligned,aligned,730,False,False,True
POL-01236,AST-01236,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-01237,AST-01237,public_internal,confidential,True,aligned,aligned,1825,False,True,False
POL-01238,AST-01238,confidential,regulated_sensitive,True,aligned,aligned,365,True,True,False
POL-01239,AST-01239,confidential,confidential,True,aligned,expired,1095,False,False,True
POL-01240,AST-01240,restricted,confidential,False,missing_review,aligned,365,False,False,True
POL-01241,AST-01241,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-01242,AST-01242,confidential,confidential,True,aligned,expired,730,False,False,True
POL-01243,AST-01243,restricted,public_internal,False,aligned,aligned,2555,False,False,True
POL-01244,AST-01244,confidential,public_internal,False,aligned,aligned,2555,False,False,True
POL-01245,AST-01245,regulated_sensitive,confidential,False,aligned,aligned,730,False,False,True
POL-01246,AST-01246,restricted,confidential,False,missing_review,missing_policy,730,False,False,True
POL-01247,AST-01247,confidential,public_internal,False,aligned,aligned,730,False,False,True
POL-01248,AST-01248,confidential,public_internal,False,aligned,expired,1825,False,False,True
POL-01249,AST-01249,restricted,public_internal,False,missing_review,aligned,1825,False,False,True
POL-01250,AST-01250,restricted,regulated_sensitive,True,aligned,aligned,365,False,True,False
POL-01251,AST-01251,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-01252,AST-01252,confidential,public_internal,False,aligned,aligned,730,False,False,True
POL-01253,AST-01253,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-01254,AST-01254,regulated_sensitive,restricted,False,aligned,aligned,1095,False,False,True
POL-01255,AST-01255,regulated_sensitive,public_internal,False,aligned,aligned,2555,False,False,True
POL-01256,AST-01256,regulated_sensitive,public_internal,False,aligned,aligned,1825,False,False,True
POL-01257,AST-01257,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-01258,AST-01258,regulated_sensitive,confidential,False,aligned,aligned,730,False,False,True
POL-01259,AST-01259,confidential,confidential,True,missing_review,aligned,730,False,False,True
POL-01260,AST-01260,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-01261,AST-01261,restricted,restricted,True,overexposed,expired,1825,False,False,True
POL-01262,AST-01262,confidential,regulated_sensitive,True,aligned,aligned,730,True,True,False
POL-01263,AST-01263,restricted,public_internal,False,aligned,expired,365,False,False,True
POL-01264,AST-01264,confidential,restricted,True,aligned,aligned,1825,True,True,False
POL-01265,AST-01265,confidential,confidential,True,aligned,aligned,1825,False,True,False
POL-01266,AST-01266,regulated_sensitive,regulated_sensitive,True,aligned,expired,2555,True,False,True
POL-01267,AST-01267,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-01268,AST-01268,public_internal,public_internal,True,aligned,aligned,2555,False,True,False
POL-01269,AST-01269,public_internal,restricted,True,aligned,aligned,730,False,True,False
POL-01270,AST-01270,confidential,public_internal,False,aligned,aligned,1095,False,False,True
POL-01271,AST-01271,regulated_sensitive,public_internal,False,aligned,aligned,1825,False,False,True
POL-01272,AST-01272,confidential,regulated_sensitive,True,aligned,aligned,365,True,True,False
POL-01273,AST-01273,public_internal,public_internal,True,aligned,aligned,365,False,True,False
POL-01274,AST-01274,restricted,public_internal,False,missing_review,aligned,365,False,False,True
POL-01275,AST-01275,public_internal,confidential,True,aligned,missing_policy,1825,True,False,True
POL-01276,AST-01276,public_internal,confidential,True,aligned,aligned,365,False,True,False
POL-01277,AST-01277,public_internal,public_internal,True,missing_review,missing_policy,365,True,False,True
POL-01278,AST-01278,confidential,restricted,True,aligned,aligned,1825,False,True,False
POL-01279,AST-01279,regulated_sensitive,confidential,False,overexposed,aligned,1095,False,False,True
POL-01280,AST-01280,restricted,public_internal,False,aligned,aligned,730,False,False,True
POL-01281,AST-01281,confidential,confidential,True,aligned,aligned,1825,False,True,False
POL-01282,AST-01282,restricted,public_internal,False,aligned,aligned,1095,False,False,True
POL-01283,AST-01283,regulated_sensitive,confidential,False,aligned,aligned,365,False,False,True
POL-01284,AST-01284,restricted,public_internal,False,aligned,aligned,365,False,False,True
POL-01285,AST-01285,confidential,confidential,True,aligned,expired,730,True,False,True
POL-01286,AST-01286,confidential,confidential,True,aligned,aligned,1825,True,True,False
POL-01287,AST-01287,public_internal,confidential,True,aligned,aligned,730,False,True,False
POL-01288,AST-01288,public_internal,public_internal,True,aligned,missing_policy,1825,False,False,True
POL-01289,AST-01289,public_internal,confidential,True,aligned,aligned,1825,False,True,False
POL-01290,AST-01290,restricted,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-01291,AST-01291,regulated_sensitive,public_internal,False,aligned,expired,1095,True,False,True
POL-01292,AST-01292,regulated_sensitive,restricted,False,aligned,aligned,1095,False,False,True
POL-01293,AST-01293,confidential,public_internal,False,missing_review,aligned,365,False,False,True
POL-01294,AST-01294,confidential,public_internal,False,aligned,aligned,2555,False,False,True
POL-01295,AST-01295,regulated_sensitive,confidential,False,aligned,aligned,730,True,False,True
POL-01296,AST-01296,restricted,restricted,True,aligned,missing_policy,1825,True,False,True
POL-01297,AST-01297,confidential,confidential,True,missing_review,aligned,2555,True,False,True
POL-01298,AST-01298,regulated_sensitive,restricted,False,aligned,aligned,365,True,False,True
POL-01299,AST-01299,confidential,restricted,True,aligned,expired,1095,False,False,True
POL-01300,AST-01300,confidential,regulated_sensitive,True,missing_review,aligned,1095,False,False,True
POL-01301,AST-01301,restricted,public_internal,False,aligned,expired,2555,False,False,True
POL-01302,AST-01302,public_internal,confidential,True,aligned,expired,2555,True,False,True
POL-01303,AST-01303,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-01304,AST-01304,confidential,public_internal,False,missing_review,aligned,730,False,False,True
POL-01305,AST-01305,confidential,public_internal,False,overexposed,aligned,365,False,False,True
POL-01306,AST-01306,regulated_sensitive,public_internal,False,overexposed,aligned,1095,True,False,True
POL-01307,AST-01307,restricted,confidential,False,aligned,expired,2555,True,False,True
POL-01308,AST-01308,confidential,confidential,True,aligned,aligned,365,True,True,False
POL-01309,AST-01309,confidential,restricted,True,aligned,aligned,1825,False,True,False
POL-01310,AST-01310,confidential,public_internal,False,aligned,aligned,365,True,False,True
POL-01311,AST-01311,public_internal,restricted,True,aligned,aligned,1825,False,True,False
POL-01312,AST-01312,confidential,restricted,True,missing_review,aligned,1825,False,False,True
POL-01313,AST-01313,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-01314,AST-01314,confidential,confidential,True,missing_review,aligned,730,False,False,True
POL-01315,AST-01315,confidential,public_internal,False,aligned,aligned,2555,False,False,True
POL-01316,AST-01316,public_internal,restricted,True,aligned,aligned,1095,False,True,False
POL-01317,AST-01317,confidential,public_internal,False,overexposed,aligned,1095,False,False,True
POL-01318,AST-01318,confidential,restricted,True,overexposed,aligned,1095,True,False,True
POL-01319,AST-01319,confidential,restricted,True,aligned,aligned,730,True,True,False
POL-01320,AST-01320,restricted,confidential,False,aligned,expired,2555,False,False,True
POL-01321,AST-01321,confidential,restricted,True,aligned,expired,1095,False,False,True
POL-01322,AST-01322,confidential,regulated_sensitive,True,overexposed,aligned,730,False,False,True
POL-01323,AST-01323,confidential,confidential,True,aligned,aligned,365,False,True,False
POL-01324,AST-01324,confidential,confidential,True,aligned,aligned,1825,False,True,False
POL-01325,AST-01325,restricted,public_internal,False,aligned,aligned,1095,False,False,True
POL-01326,AST-01326,restricted,public_internal,False,aligned,aligned,2555,True,False,True
POL-01327,AST-01327,regulated_sensitive,public_internal,False,aligned,aligned,365,False,False,True
POL-01328,AST-01328,confidential,confidential,True,aligned,expired,1095,False,False,True
POL-01329,AST-01329,regulated_sensitive,restricted,False,aligned,aligned,730,False,False,True
POL-01330,AST-01330,confidential,public_internal,False,aligned,aligned,365,False,False,True
POL-01331,AST-01331,public_internal,confidential,True,aligned,aligned,365,False,True,False
POL-01332,AST-01332,restricted,restricted,True,aligned,missing_policy,1095,False,False,True
POL-01333,AST-01333,confidential,regulated_sensitive,True,aligned,missing_policy,365,False,False,True
POL-01334,AST-01334,confidential,restricted,True,aligned,aligned,1095,True,True,False
POL-01335,AST-01335,confidential,restricted,True,missing_review,expired,1095,False,False,True
POL-01336,AST-01336,confidential,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-01337,AST-01337,restricted,public_internal,False,aligned,aligned,365,False,False,True
POL-01338,AST-01338,regulated_sensitive,restricted,False,aligned,aligned,1095,False,False,True
POL-01339,AST-01339,restricted,restricted,True,missing_review,missing_policy,365,False,False,True
POL-01340,AST-01340,restricted,regulated_sensitive,True,aligned,missing_policy,1095,False,False,True
POL-01341,AST-01341,restricted,restricted,True,aligned,aligned,1825,True,True,False
POL-01342,AST-01342,confidential,regulated_sensitive,True,aligned,aligned,365,False,True,False
POL-01343,AST-01343,restricted,regulated_sensitive,True,aligned,expired,1825,False,False,True
POL-01344,AST-01344,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-01345,AST-01345,regulated_sensitive,public_internal,False,aligned,aligned,1825,False,False,True
POL-01346,AST-01346,confidential,public_internal,False,overexposed,aligned,730,False,False,True
POL-01347,AST-01347,public_internal,restricted,True,aligned,aligned,1825,False,True,False
POL-01348,AST-01348,restricted,public_internal,False,aligned,missing_policy,365,False,False,True
POL-01349,AST-01349,restricted,confidential,False,aligned,missing_policy,1825,False,False,True
POL-01350,AST-01350,restricted,confidential,False,missing_review,missing_policy,365,False,False,True
POL-01351,AST-01351,confidential,regulated_sensitive,True,aligned,aligned,365,False,True,False
POL-01352,AST-01352,restricted,public_internal,False,aligned,missing_policy,365,False,False,True
POL-01353,AST-01353,restricted,public_internal,False,aligned,aligned,365,False,False,True
POL-01354,AST-01354,public_internal,regulated_sensitive,True,aligned,missing_policy,730,False,False,True
POL-01355,AST-01355,restricted,regulated_sensitive,True,aligned,aligned,365,False,True,False
POL-01356,AST-01356,confidential,confidential,True,aligned,aligned,2555,True,True,False
POL-01357,AST-01357,restricted,public_internal,False,aligned,aligned,730,False,False,True
POL-01358,AST-01358,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-01359,AST-01359,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-01360,AST-01360,public_internal,public_internal,True,aligned,aligned,365,True,True,False
POL-01361,AST-01361,confidential,confidential,True,aligned,expired,1095,True,False,True
POL-01362,AST-01362,confidential,public_internal,False,aligned,aligned,1825,True,False,True
POL-01363,AST-01363,confidential,confidential,True,aligned,aligned,1825,True,True,False
POL-01364,AST-01364,confidential,confidential,True,aligned,aligned,365,True,True,False
POL-01365,AST-01365,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-01366,AST-01366,restricted,restricted,True,overexposed,aligned,730,False,False,True
POL-01367,AST-01367,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-01368,AST-01368,regulated_sensitive,confidential,False,aligned,aligned,1095,False,False,True
POL-01369,AST-01369,confidential,restricted,True,aligned,aligned,1825,False,True,False
POL-01370,AST-01370,regulated_sensitive,restricted,False,overexposed,aligned,365,False,False,True
POL-01371,AST-01371,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-01372,AST-01372,regulated_sensitive,confidential,False,aligned,aligned,730,False,False,True
