asset_id,source_id,asset_title,asset_type,domain,ai_retrieval_candidate,included_in_retrieval,business_description_present,metadata_owner_present,lineage_documented,last_refreshed_at,classification,access_control_status,retention_status,semantic_label,document_structure_score,retrieval_ambiguity_score,risk_decision_signal,consumer_team,days_since_refresh
AST-01202,SRC-055,Sanctions Screening Table 1202,table,Sanctions Screening,True,True,True,True,True,2026-05-29,confidential,aligned,aligned,sanctions_context,0.667,0.247,unclear,AI Platform,54
AST-01203,SRC-086,Identity Verification Knowledge Article 1203,knowledge_article,Identity Verification,True,True,False,True,True,2026-07-19,confidential,aligned,aligned,,1.0,0.17,high,Identity Product,3
AST-01204,SRC-046,Identity Verification Table 1204,table,Identity Verification,True,True,True,True,True,2026-07-09,confidential,aligned,aligned,fraud_indicator,0.803,0.311,low,Identity Product,13
AST-01205,SRC-024,Identity Verification Table 1205,table,Identity Verification,True,True,True,False,True,2026-05-27,confidential,missing_review,expired,business_registry,0.693,0.616,medium,AI Platform,56
AST-01206,SRC-035,Compliance Policy Table 1206,table,Compliance Policy,False,False,True,True,True,2026-07-06,restricted,aligned,aligned,device_risk,0.608,0.111,medium,Compliance Ops,16
AST-01207,SRC-029,Business Registry Knowledge Article 1207,knowledge_article,Business Registry,True,True,False,False,True,2026-05-28,regulated_sensitive,aligned,aligned,entity_resolution,0.744,0.155,high,Identity Product,55
AST-01208,SRC-025,Compliance Policy Faq 1208,faq,Compliance Policy,True,False,False,True,False,2026-06-25,confidential,aligned,aligned,retention_rule,0.938,0.605,high,Customer Ops,27
AST-01209,SRC-061,Customer Risk Notes Table 1209,table,Customer Risk Notes,True,True,True,True,False,2026-05-16,regulated_sensitive,missing_review,aligned,entity_resolution,0.512,0.064,low,AI Platform,67
AST-01210,SRC-050,Sanctions Screening Case Note Template 1210,case_note_template,Sanctions Screening,False,False,True,True,True,2026-07-15,regulated_sensitive,missing_review,aligned,device_risk,0.874,0.194,low,Customer Ops,7
AST-01211,SRC-069,Sanctions Screening Runbook 1211,runbook,Sanctions Screening,False,False,True,True,True,2026-06-13,public_internal,aligned,aligned,device_risk,0.436,0.42,medium,AI Platform,39
AST-01212,SRC-072,Identity Verification Knowledge Article 1212,knowledge_article,Identity Verification,False,False,True,True,False,2026-07-06,restricted,overexposed,aligned,business_registry,0.783,0.454,low,AI Platform,16
AST-01213,SRC-047,Compliance Policy Knowledge Article 1213,knowledge_article,Compliance Policy,True,True,True,True,False,2026-07-11,confidential,overexposed,aligned,device_risk,0.844,0.362,medium,Fraud Product,11
AST-01214,SRC-062,Identity Verification Runbook 1214,runbook,Identity Verification,False,False,True,False,True,2026-07-15,confidential,aligned,aligned,entity_resolution,1.0,0.155,high,Compliance Ops,7
AST-01215,SRC-068,Device Intelligence Table 1215,table,Device Intelligence,True,True,True,False,False,2026-07-08,confidential,overexposed,aligned,fraud_indicator,0.678,0.117,medium,Identity Product,14
AST-01216,SRC-023,Identity Verification Knowledge Article 1216,knowledge_article,Identity Verification,True,True,True,True,True,2026-06-03,restricted,missing_review,aligned,case_workflow,1.0,0.125,medium,Customer Ops,49
AST-01217,SRC-095,Case Operations Runbook 1217,runbook,Case Operations,True,True,True,True,True,2026-06-16,confidential,aligned,aligned,risk_decision_signal,0.62,0.02,low,Identity Product,36
AST-01218,SRC-048,Fraud Signals Case Note Template 1218,case_note_template,Fraud Signals,True,True,True,False,True,2026-07-18,regulated_sensitive,aligned,expired,fraud_indicator,0.916,0.29,unclear,Compliance Ops,4
AST-01219,SRC-020,Device Intelligence Knowledge Article 1219,knowledge_article,Device Intelligence,True,False,True,True,True,2026-07-13,restricted,overexposed,aligned,fraud_indicator,0.781,0.304,high,Compliance Ops,9
AST-01220,SRC-060,Fraud Signals Knowledge Article 1220,knowledge_article,Fraud Signals,False,False,True,True,True,2026-07-11,confidential,aligned,aligned,identity_verification,0.606,0.123,low,AI Platform,11
AST-01221,SRC-046,Identity Verification Case Note Template 1221,case_note_template,Identity Verification,True,True,True,True,True,2026-07-17,public_internal,overexposed,aligned,access_policy,0.732,0.052,high,Customer Ops,5
AST-01222,SRC-022,Sanctions Screening Table 1222,table,Sanctions Screening,True,True,False,True,False,2026-07-07,confidential,aligned,aligned,case_workflow,0.451,0.445,unclear,Identity Product,15
AST-01223,SRC-039,Fraud Signals Faq 1223,faq,Fraud Signals,False,False,True,True,False,2026-07-06,restricted,aligned,aligned,risk_decision_signal,0.785,0.358,medium,AI Platform,16
AST-01224,SRC-073,Business Registry Knowledge Article 1224,knowledge_article,Business Registry,True,True,True,True,True,2026-04-28,confidential,aligned,missing_policy,identity_verification,0.731,0.201,medium,AI Platform,85
AST-01225,SRC-065,Sanctions Screening Knowledge Article 1225,knowledge_article,Sanctions Screening,True,False,False,True,True,2026-07-08,confidential,aligned,missing_policy,,0.738,0.605,high,Customer Ops,14
AST-01226,SRC-074,Customer Risk Notes Runbook 1226,runbook,Customer Risk Notes,False,False,True,True,True,2026-07-11,confidential,aligned,expired,fraud_indicator,0.55,0.286,high,Identity Product,11
AST-01227,SRC-033,Customer Risk Notes Faq 1227,faq,Customer Risk Notes,False,False,True,True,False,2026-06-25,restricted,aligned,expired,identity_verification,0.337,0.126,medium,Identity Product,27
AST-01228,SRC-082,Business Registry Table 1228,table,Business Registry,True,True,True,True,True,2026-07-17,regulated_sensitive,missing_review,aligned,entity_resolution,0.641,0.078,high,AI Platform,5
AST-01229,SRC-073,Business Registry Table 1229,table,Business Registry,False,False,True,True,True,2026-06-20,confidential,missing_review,aligned,device_risk,0.594,0.376,high,Customer Ops,32
AST-01230,SRC-095,Case Operations Faq 1230,faq,Case Operations,True,True,True,True,True,2026-04-19,restricted,overexposed,aligned,business_registry,0.635,0.171,high,Fraud Product,94
AST-01231,SRC-066,Case Operations Knowledge Article 1231,knowledge_article,Case Operations,False,False,True,True,True,2026-07-15,restricted,aligned,aligned,device_risk,0.95,0.545,high,Compliance Ops,7
AST-01232,SRC-051,Identity Verification Policy Document 1232,policy_document,Identity Verification,False,False,True,True,True,2026-07-13,restricted,aligned,aligned,case_workflow,1.0,0.305,low,AI Platform,9
AST-01233,SRC-011,Customer Risk Notes Faq 1233,faq,Customer Risk Notes,True,True,True,True,True,2026-07-12,restricted,aligned,aligned,fraud_indicator,1.0,0.078,medium,Identity Product,10
AST-01234,SRC-064,Device Intelligence Policy Document 1234,policy_document,Device Intelligence,True,True,True,True,True,2026-07-16,confidential,aligned,aligned,case_workflow,0.956,0.396,low,Identity Product,6
AST-01235,SRC-008,Identity Verification Runbook 1235,runbook,Identity Verification,False,False,True,True,True,2026-07-19,confidential,aligned,aligned,retention_rule,0.828,0.397,medium,AI Platform,3
AST-01236,SRC-063,Customer Risk Notes Knowledge Article 1236,knowledge_article,Customer Risk Notes,True,True,True,True,True,2026-07-22,restricted,aligned,aligned,entity_resolution,0.87,0.15,high,Customer Ops,0
AST-01237,SRC-020,Device Intelligence Policy Document 1237,policy_document,Device Intelligence,True,False,True,True,True,2026-07-09,public_internal,aligned,aligned,risk_decision_signal,0.839,0.218,low,AI Platform,13
AST-01238,SRC-050,Sanctions Screening Policy Document 1238,policy_document,Sanctions Screening,True,True,True,True,True,2026-07-20,confidential,aligned,aligned,access_policy,0.94,0.323,unclear,AI Platform,2
AST-01239,SRC-084,Sanctions Screening Table 1239,table,Sanctions Screening,True,False,True,False,True,2026-07-19,confidential,aligned,expired,risk_decision_signal,0.717,0.107,unclear,Fraud Product,3
AST-01240,SRC-030,Fraud Signals Knowledge Article 1240,knowledge_article,Fraud Signals,False,False,True,True,True,2026-05-13,restricted,missing_review,aligned,fraud_indicator,0.784,0.498,medium,Customer Ops,70
AST-01241,SRC-002,Compliance Policy Faq 1241,faq,Compliance Policy,False,False,True,True,True,2026-04-19,confidential,aligned,aligned,case_workflow,1.0,0.254,low,Compliance Ops,94
AST-01242,SRC-065,Sanctions Screening Table 1242,table,Sanctions Screening,True,False,True,False,False,2026-07-15,confidential,aligned,expired,risk_decision_signal,0.585,0.216,medium,Compliance Ops,7
AST-01243,SRC-026,Customer Risk Notes Knowledge Article 1243,knowledge_article,Customer Risk Notes,True,False,True,True,True,2026-06-16,restricted,aligned,aligned,access_policy,0.73,0.341,medium,AI Platform,36
AST-01244,SRC-033,Customer Risk Notes Table 1244,table,Customer Risk Notes,True,True,True,True,False,2026-07-12,confidential,aligned,aligned,case_workflow,0.883,0.152,medium,Fraud Product,10
AST-01245,SRC-035,Compliance Policy Faq 1245,faq,Compliance Policy,True,True,True,True,True,2026-07-20,regulated_sensitive,aligned,aligned,,1.0,0.131,high,Fraud Product,2
AST-01246,SRC-074,Customer Risk Notes Table 1246,table,Customer Risk Notes,True,True,True,True,True,2026-07-21,restricted,missing_review,missing_policy,retention_rule,0.738,0.413,high,Customer Ops,1
AST-01247,SRC-023,Identity Verification Faq 1247,faq,Identity Verification,True,False,True,True,True,2026-05-15,confidential,aligned,aligned,sanctions_context,0.893,0.13,high,AI Platform,68
AST-01248,SRC-057,Case Operations Faq 1248,faq,Case Operations,True,False,False,True,True,2026-04-20,confidential,aligned,expired,access_policy,0.654,0.444,unclear,Customer Ops,93
AST-01249,SRC-017,Device Intelligence Table 1249,table,Device Intelligence,True,True,True,False,False,2026-04-23,restricted,missing_review,aligned,access_policy,0.676,0.428,low,Compliance Ops,90
AST-01250,SRC-050,Sanctions Screening Runbook 1250,runbook,Sanctions Screening,True,True,True,True,True,2026-07-19,restricted,aligned,aligned,device_risk,0.89,0.15,high,Fraud Product,3
AST-01251,SRC-028,Business Registry Runbook 1251,runbook,Business Registry,False,False,True,True,False,2026-05-02,confidential,aligned,aligned,identity_verification,1.0,0.318,medium,AI Platform,81
AST-01252,SRC-008,Identity Verification Runbook 1252,runbook,Identity Verification,False,False,True,True,True,2026-07-04,confidential,aligned,aligned,device_risk,0.972,0.411,low,AI Platform,18
AST-01253,SRC-018,Business Registry Table 1253,table,Business Registry,True,True,True,True,True,2026-07-17,confidential,aligned,aligned,access_policy,0.41,0.02,medium,Customer Ops,5
AST-01254,SRC-093,Compliance Policy Table 1254,table,Compliance Policy,True,True,False,True,False,2026-07-07,regulated_sensitive,aligned,aligned,entity_resolution,0.784,0.177,low,Fraud Product,15
AST-01255,SRC-048,Fraud Signals Table 1255,table,Fraud Signals,False,False,True,True,True,2026-07-04,regulated_sensitive,aligned,aligned,,1.0,0.397,low,Compliance Ops,18
AST-01256,SRC-057,Case Operations Table 1256,table,Case Operations,True,False,True,True,True,2026-05-09,regulated_sensitive,aligned,aligned,identity_verification,1.0,0.295,low,Fraud Product,74
AST-01257,SRC-028,Business Registry Faq 1257,faq,Business Registry,False,False,True,True,True,2026-07-01,confidential,aligned,aligned,sanctions_context,0.768,0.193,high,AI Platform,21
AST-01258,SRC-035,Compliance Policy Table 1258,table,Compliance Policy,True,True,False,True,True,2026-07-11,regulated_sensitive,aligned,aligned,access_policy,0.726,0.02,medium,AI Platform,11
AST-01259,SRC-073,Business Registry Policy Document 1259,policy_document,Business Registry,True,True,True,True,True,2026-06-14,confidential,missing_review,aligned,sanctions_context,0.789,0.579,medium,AI Platform,38
AST-01260,SRC-044,Compliance Policy Table 1260,table,Compliance Policy,True,False,False,True,True,2026-05-31,confidential,aligned,aligned,fraud_indicator,0.963,0.646,medium,AI Platform,52
AST-01261,SRC-013,Identity Verification Knowledge Article 1261,knowledge_article,Identity Verification,True,False,True,True,True,2026-07-20,restricted,overexposed,expired,entity_resolution,0.872,0.517,high,AI Platform,2
AST-01262,SRC-003,Compliance Policy Table 1262,table,Compliance Policy,False,False,True,True,True,2026-07-20,confidential,aligned,aligned,access_policy,0.646,0.195,low,Customer Ops,2
AST-01263,SRC-038,Device Intelligence Knowledge Article 1263,knowledge_article,Device Intelligence,True,True,True,False,False,2026-07-12,restricted,aligned,expired,identity_verification,0.579,0.529,low,AI Platform,10
AST-01264,SRC-096,Business Registry Table 1264,table,Business Registry,True,False,True,True,True,2026-07-16,confidential,aligned,aligned,entity_resolution,0.715,0.509,medium,Compliance Ops,6
AST-01265,SRC-006,Sanctions Screening Faq 1265,faq,Sanctions Screening,True,True,True,True,False,2026-05-09,confidential,aligned,aligned,risk_decision_signal,0.622,0.063,low,Compliance Ops,74
AST-01266,SRC-087,Sanctions Screening Table 1266,table,Sanctions Screening,False,False,True,True,True,2026-07-16,regulated_sensitive,aligned,expired,case_workflow,0.725,0.457,medium,Compliance Ops,6
AST-01267,SRC-021,Compliance Policy Knowledge Article 1267,knowledge_article,Compliance Policy,False,False,True,True,True,2026-06-24,confidential,aligned,aligned,entity_resolution,0.818,0.409,medium,Customer Ops,28
AST-01268,SRC-033,Customer Risk Notes Faq 1268,faq,Customer Risk Notes,False,False,True,False,False,2026-07-13,public_internal,aligned,aligned,identity_verification,0.894,0.36,unclear,Fraud Product,9
AST-01269,SRC-078,Device Intelligence Runbook 1269,runbook,Device Intelligence,True,True,True,True,False,2026-07-15,public_internal,aligned,aligned,access_policy,0.702,0.146,low,AI Platform,7
AST-01270,SRC-071,Business Registry Knowledge Article 1270,knowledge_article,Business Registry,False,False,True,True,False,2026-07-11,confidential,aligned,aligned,case_workflow,0.617,0.431,medium,Compliance Ops,11
AST-01271,SRC-017,Device Intelligence Faq 1271,faq,Device Intelligence,True,True,False,False,True,2026-06-24,regulated_sensitive,aligned,aligned,access_policy,0.96,0.221,high,Customer Ops,28
AST-01272,SRC-045,Case Operations Table 1272,table,Case Operations,False,False,True,True,True,2026-05-23,confidential,aligned,aligned,risk_decision_signal,0.52,0.243,medium,Identity Product,60
AST-01273,SRC-014,Sanctions Screening Runbook 1273,runbook,Sanctions Screening,True,True,True,True,True,2026-04-27,public_internal,aligned,aligned,case_workflow,0.785,0.272,high,Customer Ops,86
AST-01274,SRC-081,Compliance Policy Table 1274,table,Compliance Policy,False,False,True,False,True,2026-05-26,restricted,missing_review,aligned,risk_decision_signal,0.706,0.641,medium,Fraud Product,57
AST-01275,SRC-034,Business Registry Table 1275,table,Business Registry,True,True,True,True,True,2026-06-20,public_internal,aligned,missing_policy,,0.722,0.377,low,Fraud Product,32
AST-01276,SRC-094,Case Operations Table 1276,table,Case Operations,True,True,True,False,False,2026-07-12,public_internal,aligned,aligned,retention_rule,1.0,0.458,high,Customer Ops,10
AST-01277,SRC-038,Device Intelligence Knowledge Article 1277,knowledge_article,Device Intelligence,True,True,True,True,True,2026-07-19,public_internal,missing_review,missing_policy,business_registry,0.814,0.384,high,AI Platform,3
AST-01278,SRC-009,Customer Risk Notes Table 1278,table,Customer Risk Notes,False,False,True,True,True,2026-07-16,confidential,aligned,aligned,access_policy,0.643,0.332,medium,Compliance Ops,6
AST-01279,SRC-024,Identity Verification Case Note Template 1279,case_note_template,Identity Verification,True,True,False,True,True,2026-05-17,regulated_sensitive,overexposed,aligned,retention_rule,0.664,0.733,medium,Identity Product,66
AST-01280,SRC-023,Identity Verification Table 1280,table,Identity Verification,False,False,True,False,True,2026-05-03,restricted,aligned,aligned,device_risk,0.768,0.215,medium,Customer Ops,80
AST-01281,SRC-034,Business Registry Table 1281,table,Business Registry,True,True,True,True,True,2026-06-01,confidential,aligned,aligned,case_workflow,0.839,0.345,unclear,Fraud Product,51
AST-01282,SRC-022,Sanctions Screening Runbook 1282,runbook,Sanctions Screening,True,True,True,True,False,2026-07-13,restricted,aligned,aligned,access_policy,0.568,0.206,unclear,Customer Ops,9
AST-01283,SRC-061,Customer Risk Notes Runbook 1283,runbook,Customer Risk Notes,True,True,True,True,True,2026-05-05,regulated_sensitive,aligned,aligned,retention_rule,0.662,0.106,high,Identity Product,78
AST-01284,SRC-085,Case Operations Knowledge Article 1284,knowledge_article,Case Operations,True,True,False,False,True,2026-06-14,restricted,aligned,aligned,fraud_indicator,0.598,0.088,high,AI Platform,38
AST-01285,SRC-035,Compliance Policy Runbook 1285,runbook,Compliance Policy,False,False,True,True,True,2026-06-17,confidential,aligned,expired,identity_verification,0.704,0.35,unclear,Identity Product,35
AST-01286,SRC-064,Device Intelligence Policy Document 1286,policy_document,Device Intelligence,True,True,True,True,False,2026-07-16,confidential,aligned,aligned,case_workflow,0.744,0.515,medium,Customer Ops,6
AST-01287,SRC-035,Compliance Policy Knowledge Article 1287,knowledge_article,Compliance Policy,True,True,True,True,True,2026-07-05,public_internal,aligned,aligned,risk_decision_signal,0.991,0.02,high,AI Platform,17
AST-01288,SRC-058,Identity Verification Knowledge Article 1288,knowledge_article,Identity Verification,False,False,True,False,False,2026-07-14,public_internal,aligned,missing_policy,fraud_indicator,0.618,0.306,medium,Identity Product,8
AST-01289,SRC-020,Device Intelligence Policy Document 1289,policy_document,Device Intelligence,True,False,True,True,True,2026-07-17,public_internal,aligned,aligned,sanctions_context,0.781,0.252,medium,AI Platform,5
AST-01290,SRC-003,Compliance Policy Table 1290,table,Compliance Policy,True,True,True,True,False,2026-07-16,restricted,aligned,aligned,device_risk,0.653,0.706,low,Compliance Ops,6
AST-01291,SRC-022,Sanctions Screening Policy Document 1291,policy_document,Sanctions Screening,True,True,True,True,False,2026-07-12,regulated_sensitive,aligned,expired,device_risk,0.816,0.255,medium,Identity Product,10
AST-01292,SRC-052,Business Registry Knowledge Article 1292,knowledge_article,Business Registry,True,True,True,True,True,2026-07-02,regulated_sensitive,aligned,aligned,retention_rule,0.519,0.407,unclear,Customer Ops,20
AST-01293,SRC-076,Identity Verification Knowledge Article 1293,knowledge_article,Identity Verification,True,True,True,True,False,2026-07-12,confidential,missing_review,aligned,entity_resolution,0.7,0.339,high,Fraud Product,10
AST-01294,SRC-048,Fraud Signals Runbook 1294,runbook,Fraud Signals,False,False,True,True,False,2026-07-17,confidential,aligned,aligned,business_registry,0.887,0.159,medium,Identity Product,5
AST-01295,SRC-004,Sanctions Screening Table 1295,table,Sanctions Screening,False,False,False,True,True,2026-06-09,regulated_sensitive,aligned,aligned,,1.0,0.268,medium,Identity Product,43
AST-01296,SRC-067,Device Intelligence Faq 1296,faq,Device Intelligence,True,True,True,True,True,2026-04-27,restricted,aligned,missing_policy,access_policy,0.87,0.052,medium,Compliance Ops,86
AST-01297,SRC-043,Case Operations Table 1297,table,Case Operations,False,False,True,True,True,2026-04-25,confidential,missing_review,aligned,business_registry,0.696,0.348,medium,Customer Ops,88
AST-01298,SRC-072,Identity Verification Policy Document 1298,policy_document,Identity Verification,True,True,False,True,False,2026-07-13,regulated_sensitive,aligned,aligned,sanctions_context,0.814,0.725,high,Customer Ops,9
AST-01299,SRC-090,Compliance Policy Knowledge Article 1299,knowledge_article,Compliance Policy,True,False,True,True,False,2026-07-19,confidential,aligned,expired,sanctions_context,0.619,0.307,low,Fraud Product,3
AST-01300,SRC-091,Business Registry Knowledge Article 1300,knowledge_article,Business Registry,True,False,False,True,True,2026-06-19,confidential,missing_review,aligned,identity_verification,0.798,0.26,medium,Compliance Ops,33
AST-01301,SRC-026,Customer Risk Notes Table 1301,table,Customer Risk Notes,True,True,True,True,True,2026-04-20,restricted,aligned,expired,risk_decision_signal,0.779,0.2,high,Fraud Product,93
AST-01302,SRC-095,Case Operations Case Note Template 1302,case_note_template,Case Operations,False,False,True,True,False,2026-07-21,public_internal,aligned,expired,fraud_indicator,0.604,0.231,medium,AI Platform,1
AST-01303,SRC-086,Identity Verification Policy Document 1303,policy_document,Identity Verification,True,True,True,False,True,2026-07-13,confidential,aligned,aligned,fraud_indicator,0.737,0.265,high,Identity Product,9
AST-01304,SRC-007,Sanctions Screening Runbook 1304,runbook,Sanctions Screening,True,False,True,True,True,2026-06-15,confidential,missing_review,aligned,,0.555,0.413,high,AI Platform,37
AST-01305,SRC-085,Case Operations Faq 1305,faq,Case Operations,True,True,True,False,True,2026-05-19,confidential,overexposed,aligned,,0.423,0.451,medium,Identity Product,64
AST-01306,SRC-083,Sanctions Screening Table 1306,table,Sanctions Screening,True,True,True,True,True,2026-07-21,regulated_sensitive,overexposed,aligned,identity_verification,0.796,0.052,medium,Compliance Ops,1
AST-01307,SRC-016,Business Registry Table 1307,table,Business Registry,True,True,True,True,True,2026-07-14,restricted,aligned,expired,retention_rule,0.858,0.291,low,AI Platform,8
AST-01308,SRC-069,Sanctions Screening Table 1308,table,Sanctions Screening,True,True,True,True,True,2026-06-19,confidential,aligned,aligned,case_workflow,0.751,0.212,unclear,Fraud Product,33
AST-01309,SRC-096,Business Registry Table 1309,table,Business Registry,True,False,False,True,True,2026-07-20,confidential,aligned,aligned,risk_decision_signal,0.709,0.296,low,Identity Product,2
AST-01310,SRC-085,Case Operations Knowledge Article 1310,knowledge_article,Case Operations,True,True,True,True,True,2026-06-09,confidential,aligned,aligned,fraud_indicator,0.575,0.278,high,Fraud Product,43
AST-01311,SRC-067,Device Intelligence Knowledge Article 1311,knowledge_article,Device Intelligence,False,False,True,True,False,2026-06-02,public_internal,aligned,aligned,entity_resolution,0.77,0.131,medium,Customer Ops,50
AST-01312,SRC-013,Identity Verification Knowledge Article 1312,knowledge_article,Identity Verification,True,True,True,True,True,2026-07-19,confidential,missing_review,aligned,entity_resolution,0.632,0.02,high,Fraud Product,3
AST-01313,SRC-069,Sanctions Screening Case Note Template 1313,case_note_template,Sanctions Screening,False,False,True,True,False,2026-05-08,restricted,aligned,aligned,retention_rule,0.999,0.503,unclear,Compliance Ops,75
AST-01314,SRC-073,Business Registry Case Note Template 1314,case_note_template,Business Registry,False,False,True,False,False,2026-06-07,confidential,missing_review,aligned,entity_resolution,0.831,0.341,high,Identity Product,45
AST-01315,SRC-033,Customer Risk Notes Knowledge Article 1315,knowledge_article,Customer Risk Notes,True,True,True,True,True,2026-07-15,confidential,aligned,aligned,access_policy,0.867,0.215,medium,Compliance Ops,7
AST-01316,SRC-052,Business Registry Faq 1316,faq,Business Registry,True,False,True,True,False,2026-05-27,public_internal,aligned,aligned,case_workflow,0.843,0.588,medium,Compliance Ops,56
AST-01317,SRC-083,Sanctions Screening Table 1317,table,Sanctions Screening,False,False,True,False,False,2026-07-02,confidential,overexposed,aligned,retention_rule,0.46,0.579,low,Identity Product,20
AST-01318,SRC-068,Device Intelligence Runbook 1318,runbook,Device Intelligence,False,False,True,True,False,2026-06-24,confidential,overexposed,aligned,access_policy,0.796,0.397,medium,Fraud Product,28
AST-01319,SRC-055,Sanctions Screening Table 1319,table,Sanctions Screening,True,True,False,True,True,2026-05-03,confidential,aligned,aligned,identity_verification,0.829,0.02,unclear,Customer Ops,80
AST-01320,SRC-016,Business Registry Table 1320,table,Business Registry,True,True,True,True,True,2026-07-22,restricted,aligned,expired,access_policy,0.888,0.297,low,Compliance Ops,0
AST-01321,SRC-068,Device Intelligence Knowledge Article 1321,knowledge_article,Device Intelligence,True,True,True,True,True,2026-06-10,confidential,aligned,expired,identity_verification,0.708,0.125,high,Identity Product,42
AST-01322,SRC-015,Fraud Signals Knowledge Article 1322,knowledge_article,Fraud Signals,True,True,True,True,True,2026-05-17,confidential,overexposed,aligned,entity_resolution,0.513,0.154,high,Identity Product,66
AST-01323,SRC-060,Fraud Signals Knowledge Article 1323,knowledge_article,Fraud Signals,True,False,True,True,True,2026-07-17,confidential,aligned,aligned,fraud_indicator,0.978,0.255,low,Customer Ops,5
AST-01324,SRC-006,Sanctions Screening Knowledge Article 1324,knowledge_article,Sanctions Screening,True,False,False,True,True,2026-05-08,confidential,aligned,aligned,device_risk,0.89,0.47,high,Compliance Ops,75
AST-01325,SRC-022,Sanctions Screening Knowledge Article 1325,knowledge_article,Sanctions Screening,True,True,True,True,True,2026-07-16,restricted,aligned,aligned,business_registry,0.757,0.24,medium,Identity Product,6
AST-01326,SRC-026,Customer Risk Notes Faq 1326,faq,Customer Risk Notes,True,True,True,True,True,2026-07-20,restricted,aligned,aligned,entity_resolution,0.735,0.175,unclear,Customer Ops,2
AST-01327,SRC-038,Device Intelligence Faq 1327,faq,Device Intelligence,True,True,True,True,True,2026-07-07,regulated_sensitive,aligned,aligned,entity_resolution,0.879,0.413,medium,Identity Product,15
AST-01328,SRC-041,Fraud Signals Table 1328,table,Fraud Signals,True,True,True,True,True,2026-07-10,confidential,aligned,expired,device_risk,0.776,0.208,medium,Fraud Product,12
AST-01329,SRC-079,Fraud Signals Table 1329,table,Fraud Signals,True,True,False,True,False,2026-05-05,regulated_sensitive,aligned,aligned,identity_verification,0.771,0.143,medium,Fraud Product,78
AST-01330,SRC-085,Case Operations Runbook 1330,runbook,Case Operations,False,False,False,True,True,2026-05-29,confidential,aligned,aligned,access_policy,1.0,0.02,medium,Customer Ops,54
AST-01331,SRC-039,Fraud Signals Table 1331,table,Fraud Signals,False,False,True,True,True,2026-05-23,public_internal,aligned,aligned,risk_decision_signal,0.715,0.177,high,Customer Ops,60
AST-01332,SRC-040,Fraud Signals Table 1332,table,Fraud Signals,True,True,True,True,True,2026-07-01,restricted,aligned,missing_policy,access_policy,0.896,0.18,medium,Compliance Ops,21
AST-01333,SRC-050,Sanctions Screening Table 1333,table,Sanctions Screening,True,True,True,True,True,2026-07-01,confidential,aligned,missing_policy,device_risk,0.868,0.065,high,Identity Product,21
AST-01334,SRC-092,Fraud Signals Knowledge Article 1334,knowledge_article,Fraud Signals,False,False,True,True,True,2026-07-13,confidential,aligned,aligned,device_risk,0.894,0.02,high,Compliance Ops,9
AST-01335,SRC-092,Fraud Signals Knowledge Article 1335,knowledge_article,Fraud Signals,True,False,True,True,True,2026-07-01,confidential,missing_review,expired,fraud_indicator,0.652,0.263,low,Identity Product,21
AST-01336,SRC-059,Case Operations Table 1336,table,Case Operations,False,False,True,True,True,2026-07-19,confidential,aligned,aligned,case_workflow,0.713,0.288,medium,Identity Product,3
AST-01337,SRC-085,Case Operations Table 1337,table,Case Operations,True,True,True,True,True,2026-07-22,restricted,aligned,aligned,fraud_indicator,0.619,0.02,high,Identity Product,0
AST-01338,SRC-075,Sanctions Screening Table 1338,table,Sanctions Screening,False,False,True,True,True,2026-07-19,regulated_sensitive,aligned,aligned,case_workflow,0.677,0.378,medium,Customer Ops,3
AST-01339,SRC-010,Sanctions Screening Table 1339,table,Sanctions Screening,False,False,True,True,True,2026-07-18,restricted,missing_review,missing_policy,sanctions_context,0.784,0.271,medium,Identity Product,4
AST-01340,SRC-091,Business Registry Case Note Template 1340,case_note_template,Business Registry,True,False,False,True,True,2026-06-26,restricted,aligned,missing_policy,business_registry,0.898,0.02,high,Fraud Product,26
AST-01341,SRC-067,Device Intelligence Policy Document 1341,policy_document,Device Intelligence,True,True,True,True,True,2026-05-27,restricted,aligned,aligned,risk_decision_signal,0.641,0.239,low,Fraud Product,56
AST-01342,SRC-045,Case Operations Table 1342,table,Case Operations,False,False,True,True,True,2026-07-19,confidential,aligned,aligned,business_registry,0.925,0.349,medium,Fraud Product,3
AST-01343,SRC-001,Identity Verification Runbook 1343,runbook,Identity Verification,True,False,True,True,False,2026-04-27,restricted,aligned,expired,sanctions_context,0.874,0.33,low,Identity Product,86
AST-01344,SRC-011,Customer Risk Notes Table 1344,table,Customer Risk Notes,False,False,True,True,True,2026-07-09,confidential,aligned,aligned,business_registry,0.719,0.322,unclear,Fraud Product,13
AST-01345,SRC-027,Fraud Signals Knowledge Article 1345,knowledge_article,Fraud Signals,False,False,True,False,True,2026-06-14,regulated_sensitive,aligned,aligned,device_risk,0.667,0.427,unclear,Customer Ops,38
AST-01346,SRC-007,Sanctions Screening Table 1346,table,Sanctions Screening,True,False,True,True,True,2026-07-21,confidential,overexposed,aligned,case_workflow,0.502,0.329,low,Compliance Ops,1
AST-01347,SRC-013,Identity Verification Table 1347,table,Identity Verification,True,True,True,False,True,2026-07-15,public_internal,aligned,aligned,case_workflow,0.811,0.27,high,Customer Ops,7
AST-01348,SRC-014,Sanctions Screening Knowledge Article 1348,knowledge_article,Sanctions Screening,True,True,False,True,False,2026-04-25,restricted,aligned,missing_policy,access_policy,1.0,0.025,low,Customer Ops,88
