issue_id,asset_id,source_id,domain,issue_type,severity,included_in_retrieval,estimated_risk_exposure_points,recommended_action,target_owner,cycle_time_target_days,status
ISS-01875,AST-00720,SRC-064,Device Intelligence,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Governance Partner,5,in_progress
ISS-01876,AST-00720,SRC-064,Device Intelligence,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,5,in_progress
ISS-01877,AST-00720,SRC-064,Device Intelligence,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,5,in_progress
ISS-01879,AST-00721,SRC-078,Device Intelligence,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,10,blocked
ISS-01883,AST-00723,SRC-050,Sanctions Screening,stale_source,P1,True,160,Refresh or remove stale retrieval source,Knowledge Manager,10,open
ISS-01884,AST-00723,SRC-050,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,15,open
ISS-01885,AST-00723,SRC-050,Sanctions Screening,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,5,open
ISS-01890,AST-00725,SRC-014,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,10,in_progress
ISS-01900,AST-00729,SRC-073,Business Registry,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,15,open
ISS-01905,AST-00730,SRC-015,Fraud Signals,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,5,in_progress
ISS-01908,AST-00731,SRC-095,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,15,open
ISS-01912,AST-00732,SRC-012,Business Registry,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,10,in_progress
ISS-01916,AST-00734,SRC-051,Identity Verification,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Source Owner,10,open
ISS-01917,AST-00734,SRC-051,Identity Verification,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,10,open
ISS-01918,AST-00734,SRC-051,Identity Verification,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,10,in_progress
ISS-01924,AST-00739,SRC-042,Case Operations,stale_source,P1,False,160,Refresh or remove stale retrieval source,Data Steward,10,in_progress
ISS-01925,AST-00739,SRC-042,Case Operations,metadata_gap,P1,False,160,Complete business description and field dictionary,Governance Partner,10,blocked
ISS-01926,AST-00739,SRC-042,Case Operations,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Source Owner,15,in_progress
ISS-01927,AST-00739,SRC-042,Case Operations,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Data Steward,10,open
ISS-01928,AST-00739,SRC-042,Case Operations,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,15,in_progress
ISS-01929,AST-00740,SRC-020,Device Intelligence,stale_source,P1,False,160,Refresh or remove stale retrieval source,Governance Partner,5,resolved
ISS-01930,AST-00740,SRC-020,Device Intelligence,metadata_gap,P1,False,160,Complete business description and field dictionary,Source Owner,10,blocked
ISS-01931,AST-00740,SRC-020,Device Intelligence,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Governance Partner,10,resolved
ISS-01932,AST-00740,SRC-020,Device Intelligence,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,5,open
ISS-01936,AST-00741,SRC-055,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,10,blocked
ISS-01943,AST-00744,SRC-030,Fraud Signals,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,5,open
ISS-01945,AST-00745,SRC-089,Case Operations,stale_source,P1,True,160,Refresh or remove stale retrieval source,Knowledge Manager,5,open
ISS-01946,AST-00745,SRC-089,Case Operations,semantic_label_gap,P1,True,160,Assign approved retrieval category labels,Source Owner,5,resolved
ISS-01947,AST-00745,SRC-089,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,10,open
ISS-01948,AST-00745,SRC-089,Case Operations,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,15,in_progress
ISS-01960,AST-00753,SRC-024,Identity Verification,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Knowledge Manager,5,open
ISS-01964,AST-00756,SRC-092,Fraud Signals,stale_source,P1,False,160,Refresh or remove stale retrieval source,Source Owner,20,resolved
ISS-01965,AST-00756,SRC-092,Fraud Signals,metadata_gap,P1,False,160,Complete business description and field dictionary,Knowledge Manager,10,in_progress
ISS-01966,AST-00756,SRC-092,Fraud Signals,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Governance Partner,10,resolved
ISS-01967,AST-00756,SRC-092,Fraud Signals,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,5,open
ISS-01968,AST-00757,SRC-018,Business Registry,metadata_gap,P1,True,160,Complete business description and field dictionary,Source Owner,10,in_progress
ISS-01969,AST-00757,SRC-018,Business Registry,semantic_label_gap,P1,True,160,Assign approved retrieval category labels,Knowledge Manager,15,blocked
ISS-01970,AST-00757,SRC-018,Business Registry,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Data Steward,10,resolved
ISS-01971,AST-00757,SRC-018,Business Registry,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,5,resolved
ISS-01976,AST-00760,SRC-048,Fraud Signals,metadata_gap,P1,True,160,Complete business description and field dictionary,Data Steward,15,open
ISS-01977,AST-00760,SRC-048,Fraud Signals,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Data Steward,5,open
ISS-01978,AST-00760,SRC-048,Fraud Signals,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,15,open
ISS-01979,AST-00760,SRC-048,Fraud Signals,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,10,resolved
ISS-01984,AST-00762,SRC-026,Customer Risk Notes,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,20,blocked
ISS-01990,AST-00764,SRC-091,Business Registry,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Knowledge Manager,10,blocked
ISS-01992,AST-00766,SRC-042,Case Operations,metadata_gap,P1,True,160,Complete business description and field dictionary,Knowledge Manager,15,open
ISS-01993,AST-00766,SRC-042,Case Operations,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Governance Partner,10,in_progress
ISS-01994,AST-00766,SRC-042,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,5,resolved
ISS-01995,AST-00766,SRC-042,Case Operations,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,10,in_progress
ISS-02000,AST-00768,SRC-014,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,5,open
ISS-02010,AST-00771,SRC-023,Identity Verification,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,5,blocked
ISS-02015,AST-00773,SRC-094,Case Operations,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,10,open
ISS-02027,AST-00778,SRC-075,Sanctions Screening,stale_source,P1,True,160,Refresh or remove stale retrieval source,Knowledge Manager,5,blocked
ISS-02028,AST-00778,SRC-075,Sanctions Screening,metadata_gap,P1,True,160,Complete business description and field dictionary,Data Steward,10,in_progress
ISS-02029,AST-00778,SRC-075,Sanctions Screening,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Data Steward,15,open
ISS-02030,AST-00778,SRC-075,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,10,open
ISS-02032,AST-00779,SRC-081,Compliance Policy,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,15,in_progress
ISS-02042,AST-00783,SRC-037,Customer Risk Notes,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,5,resolved
ISS-02044,AST-00784,SRC-049,Compliance Policy,stale_source,P1,True,160,Refresh or remove stale retrieval source,Source Owner,10,in_progress
ISS-02045,AST-00784,SRC-049,Compliance Policy,metadata_gap,P1,True,160,Complete business description and field dictionary,Governance Partner,10,in_progress
ISS-02046,AST-00784,SRC-049,Compliance Policy,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,15,in_progress
ISS-02047,AST-00784,SRC-049,Compliance Policy,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,15,in_progress
ISS-02056,AST-00787,SRC-069,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,10,resolved
ISS-02068,AST-00792,SRC-095,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,20,resolved
ISS-02071,AST-00793,SRC-057,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,10,blocked
ISS-02079,AST-00797,SRC-092,Fraud Signals,metadata_gap,P1,True,160,Complete business description and field dictionary,Data Steward,5,resolved
ISS-02080,AST-00797,SRC-092,Fraud Signals,semantic_label_gap,P1,True,160,Assign approved retrieval category labels,Governance Partner,15,open
ISS-02081,AST-00797,SRC-092,Fraud Signals,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Knowledge Manager,10,in_progress
ISS-02082,AST-00798,SRC-010,Sanctions Screening,stale_source,P1,False,160,Refresh or remove stale retrieval source,Data Steward,5,in_progress
ISS-02083,AST-00798,SRC-010,Sanctions Screening,metadata_gap,P1,False,160,Complete business description and field dictionary,Data Steward,5,open
ISS-02084,AST-00798,SRC-010,Sanctions Screening,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Governance Partner,20,in_progress
ISS-02085,AST-00798,SRC-010,Sanctions Screening,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,20,in_progress
ISS-02090,AST-00801,SRC-094,Case Operations,stale_source,P1,True,160,Refresh or remove stale retrieval source,Source Owner,5,in_progress
ISS-02091,AST-00801,SRC-094,Case Operations,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Data Steward,20,blocked
ISS-02092,AST-00801,SRC-094,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,10,open
ISS-02093,AST-00801,SRC-094,Case Operations,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,20,open
ISS-02095,AST-00802,SRC-093,Compliance Policy,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,15,open
ISS-02100,AST-00804,SRC-048,Fraud Signals,stale_source,P1,False,160,Refresh or remove stale retrieval source,Data Steward,5,resolved
ISS-02101,AST-00804,SRC-048,Fraud Signals,metadata_gap,P1,False,160,Complete business description and field dictionary,Knowledge Manager,5,in_progress
ISS-02102,AST-00804,SRC-048,Fraud Signals,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Knowledge Manager,10,blocked
ISS-02103,AST-00804,SRC-048,Fraud Signals,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Knowledge Manager,15,open
ISS-02104,AST-00805,SRC-018,Business Registry,stale_source,P1,True,160,Refresh or remove stale retrieval source,Source Owner,10,resolved
ISS-02105,AST-00805,SRC-018,Business Registry,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,15,in_progress
ISS-02106,AST-00805,SRC-018,Business Registry,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,5,open
ISS-02110,AST-00807,SRC-062,Identity Verification,metadata_gap,P1,True,160,Complete business description and field dictionary,Governance Partner,5,blocked
ISS-02111,AST-00807,SRC-062,Identity Verification,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Data Steward,5,blocked
ISS-02112,AST-00807,SRC-062,Identity Verification,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,15,in_progress
ISS-02113,AST-00807,SRC-062,Identity Verification,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,10,open
ISS-02121,AST-00812,SRC-084,Sanctions Screening,stale_source,P1,False,160,Refresh or remove stale retrieval source,Source Owner,10,open
ISS-02122,AST-00812,SRC-084,Sanctions Screening,metadata_gap,P1,False,160,Complete business description and field dictionary,Data Steward,5,open
ISS-02123,AST-00812,SRC-084,Sanctions Screening,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Knowledge Manager,10,blocked
ISS-02124,AST-00812,SRC-084,Sanctions Screening,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,5,resolved
ISS-02129,AST-00815,SRC-081,Compliance Policy,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,20,in_progress
ISS-02138,AST-00819,SRC-013,Identity Verification,metadata_gap,P1,False,160,Complete business description and field dictionary,Data Steward,15,in_progress
ISS-02139,AST-00819,SRC-013,Identity Verification,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Governance Partner,5,blocked
ISS-02140,AST-00819,SRC-013,Identity Verification,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Knowledge Manager,5,open
ISS-02141,AST-00819,SRC-013,Identity Verification,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,15,in_progress
ISS-02143,AST-00820,SRC-039,Fraud Signals,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,5,open
ISS-02163,AST-00829,SRC-057,Case Operations,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Data Steward,5,open
ISS-02169,AST-00830,SRC-052,Business Registry,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Data Steward,10,in_progress
ISS-02171,AST-00832,SRC-089,Case Operations,stale_source,P1,True,160,Refresh or remove stale retrieval source,Source Owner,10,in_progress
ISS-02172,AST-00832,SRC-089,Case Operations,semantic_label_gap,P1,True,160,Assign approved retrieval category labels,Knowledge Manager,10,in_progress
ISS-02173,AST-00832,SRC-089,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,5,resolved
ISS-02174,AST-00832,SRC-089,Case Operations,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,20,open
ISS-02179,AST-00834,SRC-033,Customer Risk Notes,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,5,blocked
ISS-02194,AST-00842,SRC-052,Business Registry,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,10,open
ISS-02206,AST-00847,SRC-087,Sanctions Screening,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Source Owner,5,in_progress
ISS-02210,AST-00848,SRC-091,Business Registry,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,15,open
ISS-02218,AST-00853,SRC-072,Identity Verification,stale_source,P1,True,160,Refresh or remove stale retrieval source,Source Owner,5,blocked
ISS-02219,AST-00853,SRC-072,Identity Verification,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,15,blocked
ISS-02220,AST-00853,SRC-072,Identity Verification,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,10,open
ISS-02223,AST-00855,SRC-041,Fraud Signals,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Source Owner,5,in_progress
ISS-02228,AST-00857,SRC-057,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,15,resolved
ISS-02231,AST-00859,SRC-076,Identity Verification,metadata_gap,P1,False,160,Complete business description and field dictionary,Data Steward,10,open
ISS-02232,AST-00859,SRC-076,Identity Verification,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Data Steward,15,blocked
ISS-02233,AST-00859,SRC-076,Identity Verification,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,10,open
ISS-02234,AST-00859,SRC-076,Identity Verification,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,5,open
ISS-02239,AST-00862,SRC-084,Sanctions Screening,stale_source,P1,False,160,Refresh or remove stale retrieval source,Governance Partner,10,open
ISS-02240,AST-00862,SRC-084,Sanctions Screening,metadata_gap,P1,False,160,Complete business description and field dictionary,Data Steward,15,open
ISS-02244,AST-00863,SRC-035,Compliance Policy,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,10,resolved
ISS-02245,AST-00864,SRC-035,Compliance Policy,stale_source,P1,True,160,Refresh or remove stale retrieval source,Source Owner,10,in_progress
ISS-02246,AST-00864,SRC-035,Compliance Policy,metadata_gap,P1,True,160,Complete business description and field dictionary,Knowledge Manager,10,in_progress
ISS-02247,AST-00864,SRC-035,Compliance Policy,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,5,resolved
ISS-02248,AST-00865,SRC-050,Sanctions Screening,stale_source,P1,False,160,Refresh or remove stale retrieval source,Data Steward,10,blocked
ISS-02249,AST-00865,SRC-050,Sanctions Screening,metadata_gap,P1,False,160,Complete business description and field dictionary,Governance Partner,5,in_progress
ISS-02250,AST-00865,SRC-050,Sanctions Screening,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Source Owner,5,resolved
ISS-02251,AST-00865,SRC-050,Sanctions Screening,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,10,open
ISS-02252,AST-00867,SRC-051,Identity Verification,stale_source,P1,True,160,Refresh or remove stale retrieval source,Knowledge Manager,10,in_progress
ISS-02253,AST-00867,SRC-051,Identity Verification,metadata_gap,P1,True,160,Complete business description and field dictionary,Data Steward,10,open
ISS-02254,AST-00867,SRC-051,Identity Verification,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Knowledge Manager,20,open
ISS-02255,AST-00867,SRC-051,Identity Verification,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,20,open
ISS-02265,AST-00871,SRC-039,Fraud Signals,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,10,in_progress
ISS-02277,AST-00877,SRC-075,Sanctions Screening,stale_source,P1,False,160,Refresh or remove stale retrieval source,Governance Partner,20,blocked
ISS-02280,AST-00878,SRC-076,Identity Verification,stale_source,P1,True,160,Refresh or remove stale retrieval source,Source Owner,5,open
ISS-02281,AST-00878,SRC-076,Identity Verification,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Governance Partner,15,blocked
ISS-02282,AST-00878,SRC-076,Identity Verification,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,15,resolved
ISS-02283,AST-00878,SRC-076,Identity Verification,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,10,open
ISS-02286,AST-00879,SRC-027,Fraud Signals,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,5,resolved
ISS-02287,AST-00880,SRC-010,Sanctions Screening,stale_source,P1,True,160,Refresh or remove stale retrieval source,Governance Partner,5,open
ISS-02288,AST-00880,SRC-010,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,10,blocked
ISS-02289,AST-00880,SRC-010,Sanctions Screening,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,10,in_progress
ISS-02290,AST-00881,SRC-072,Identity Verification,stale_source,P1,True,160,Refresh or remove stale retrieval source,Data Steward,10,in_progress
ISS-02291,AST-00881,SRC-072,Identity Verification,metadata_gap,P1,True,160,Complete business description and field dictionary,Data Steward,5,resolved
ISS-02295,AST-00882,SRC-069,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,10,blocked
ISS-02298,AST-00883,SRC-087,Sanctions Screening,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,10,in_progress
ISS-02311,AST-00890,SRC-009,Customer Risk Notes,stale_source,P1,False,160,Refresh or remove stale retrieval source,Data Steward,10,blocked
ISS-02312,AST-00890,SRC-009,Customer Risk Notes,metadata_gap,P1,False,160,Complete business description and field dictionary,Data Steward,5,in_progress
ISS-02313,AST-00890,SRC-009,Customer Risk Notes,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Knowledge Manager,10,in_progress
ISS-02314,AST-00890,SRC-009,Customer Risk Notes,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Source Owner,10,in_progress
ISS-02315,AST-00890,SRC-009,Customer Risk Notes,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,10,open
ISS-02319,AST-00891,SRC-052,Business Registry,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Knowledge Manager,5,resolved
ISS-02320,AST-00892,SRC-066,Case Operations,stale_source,P1,True,160,Refresh or remove stale retrieval source,Data Steward,15,open
ISS-02321,AST-00892,SRC-066,Case Operations,metadata_gap,P1,True,160,Complete business description and field dictionary,Source Owner,5,in_progress
ISS-02322,AST-00892,SRC-066,Case Operations,semantic_label_gap,P1,True,160,Assign approved retrieval category labels,Governance Partner,5,open
ISS-02323,AST-00892,SRC-066,Case Operations,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Data Steward,20,open
ISS-02324,AST-00892,SRC-066,Case Operations,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,15,resolved
ISS-02331,AST-00895,SRC-074,Customer Risk Notes,metadata_gap,P1,True,160,Complete business description and field dictionary,Knowledge Manager,10,in_progress
ISS-02332,AST-00895,SRC-074,Customer Risk Notes,semantic_label_gap,P1,True,160,Assign approved retrieval category labels,Source Owner,10,open
ISS-02333,AST-00895,SRC-074,Customer Risk Notes,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,5,open
ISS-02338,AST-00897,SRC-088,Customer Risk Notes,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,5,open
ISS-02342,AST-00899,SRC-039,Fraud Signals,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,10,open
ISS-02350,AST-00902,SRC-007,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,10,open
ISS-02354,AST-00903,SRC-077,Customer Risk Notes,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Source Owner,10,resolved
ISS-02357,AST-00904,SRC-023,Identity Verification,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,10,blocked
ISS-02380,AST-00915,SRC-025,Compliance Policy,stale_source,P1,False,160,Refresh or remove stale retrieval source,Data Steward,5,in_progress
ISS-02381,AST-00915,SRC-025,Compliance Policy,metadata_gap,P1,False,160,Complete business description and field dictionary,Data Steward,5,open
ISS-02382,AST-00915,SRC-025,Compliance Policy,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Knowledge Manager,10,blocked
ISS-02383,AST-00915,SRC-025,Compliance Policy,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,10,open
ISS-02401,AST-00923,SRC-034,Business Registry,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Knowledge Manager,10,blocked
ISS-02403,AST-00924,SRC-066,Case Operations,stale_source,P1,True,160,Refresh or remove stale retrieval source,Data Steward,5,in_progress
ISS-02404,AST-00924,SRC-066,Case Operations,metadata_gap,P1,True,160,Complete business description and field dictionary,Source Owner,10,blocked
ISS-02405,AST-00924,SRC-066,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,10,open
ISS-02406,AST-00924,SRC-066,Case Operations,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,15,open
ISS-02413,AST-00927,SRC-068,Device Intelligence,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,15,open
ISS-02422,AST-00931,SRC-081,Compliance Policy,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Knowledge Manager,15,open
ISS-02428,AST-00935,SRC-065,Sanctions Screening,stale_source,P1,False,160,Refresh or remove stale retrieval source,Data Steward,10,blocked
ISS-02429,AST-00935,SRC-065,Sanctions Screening,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Source Owner,5,resolved
ISS-02430,AST-00935,SRC-065,Sanctions Screening,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Data Steward,15,in_progress
ISS-02431,AST-00935,SRC-065,Sanctions Screening,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,15,in_progress
ISS-02433,AST-00936,SRC-044,Compliance Policy,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,5,open
ISS-02437,AST-00939,SRC-042,Case Operations,stale_source,P1,True,160,Refresh or remove stale retrieval source,Source Owner,10,in_progress
ISS-02445,AST-00943,SRC-032,Compliance Policy,stale_source,P1,True,160,Refresh or remove stale retrieval source,Knowledge Manager,15,open
ISS-02446,AST-00943,SRC-032,Compliance Policy,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,10,resolved
ISS-02447,AST-00943,SRC-032,Compliance Policy,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,15,open
ISS-02463,AST-00951,SRC-071,Business Registry,stale_source,P1,True,160,Refresh or remove stale retrieval source,Knowledge Manager,15,in_progress
ISS-02464,AST-00951,SRC-071,Business Registry,metadata_gap,P1,True,160,Complete business description and field dictionary,Governance Partner,10,resolved
ISS-02465,AST-00951,SRC-071,Business Registry,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Knowledge Manager,10,blocked
ISS-02466,AST-00951,SRC-071,Business Registry,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,5,resolved
ISS-02470,AST-00953,SRC-075,Sanctions Screening,stale_source,P1,True,160,Refresh or remove stale retrieval source,Knowledge Manager,15,in_progress
ISS-02471,AST-00953,SRC-075,Sanctions Screening,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Data Steward,5,blocked
ISS-02472,AST-00953,SRC-075,Sanctions Screening,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,5,blocked
ISS-02473,AST-00954,SRC-013,Identity Verification,stale_source,P1,True,160,Refresh or remove stale retrieval source,Knowledge Manager,20,resolved
ISS-02474,AST-00954,SRC-013,Identity Verification,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,15,in_progress
ISS-02475,AST-00954,SRC-013,Identity Verification,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,10,open
ISS-02479,AST-00957,SRC-081,Compliance Policy,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,20,blocked
ISS-02485,AST-00959,SRC-031,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,10,open
ISS-02501,AST-00966,SRC-004,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,5,open
ISS-02508,AST-00969,SRC-085,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,5,in_progress
ISS-02509,AST-00970,SRC-009,Customer Risk Notes,metadata_gap,P1,True,160,Complete business description and field dictionary,Data Steward,15,blocked
